,PARTICIPANT ID,GENDER,TOTAL_EVENTS,THERE15,THERE14,THERE13,THERE12,AVGTIME
2213,2213,0,1,0,1,0,0,23626.0
2214,2214,0,1,0,1,0,0,18025.0
2215,2215,0,1,0,1,0,0,21600.0
2216,2216,0,1,0,0,0,1,13277.0
2217,2217,0,1,1,0,0,0,15519.0
2218,2218,0,4,0,1,0,0,13422.0
2219,2219,0,4,0,1,0,0,21600.0
2220,2220,0,1,0,1,0,0,20112.0
2221,2221,0,6,0,0,1,0,14465.0
2222,2222,0,3,0,0,1,0,13952.0
2223,2223,0,2,0,1,0,0,18234.0
2224,2224,0,1,0,0,0,0,
2225,2225,0,1,0,1,0,0,18200.0
2226,2226,0,1,0,0,0,1,14589.0
2227,2227,0,12,0,0,1,0,11685.0
2228,2228,0,1,0,0,0,0,
2229,2229,0,1,0,1,0,0,21913.0
2230,2230,0,1,0,0,0,1,14298.0
2231,2231,0,3,0,1,0,0,19710.0
2232,2232,1,1,0,0,0,0,
2233,2233,1,1,1,0,0,0,15103.0
2234,2234,0,2,0,0,0,1,16864.0
2235,2235,0,1,1,0,0,0,13460.0
2236,2236,0,1,1,0,0,0,13552.0
2237,2237,0,2,0,0,1,0,18629.0
2238,2238,1,1,0,0,0,0,
2239,2239,0,3,1,0,0,0,13809.0
2240,2240,0,2,0,0,1,0,15078.0
2241,2241,1,15,0,1,0,0,14906.0
2242,2242,0,1,0,1,0,0,21600.0
2243,2243,0,4,0,1,1,0,14616.0
2244,2244,1,2,0,0,1,0,15022.0
2245,2245,1,3,0,0,0,0,
2246,2246,0,4,0,0,0,1,11971.0
2247,2247,0,1,0,0,1,0,12839.0
2248,2248,1,1,1,0,0,0,16589.0
2249,2249,0,1,0,0,1,0,17859.0
2250,2250,1,1,1,0,0,0,18135.0
2251,2251,0,1,0,1,0,0,20251.0
2252,2252,0,1,0,0,0,1,13769.0
2253,2253,0,1,1,0,0,0,12923.0
2254,2254,0,1,0,0,0,1,11531.0
2255,2255,0,7,1,0,0,0,15682.0
2256,2256,1,3,0,0,0,1,17093.0
2257,2257,0,2,0,0,1,0,14258.0
2258,2258,0,1,0,0,0,0,
2259,2259,1,2,1,0,0,0,13656.0
2260,2260,0,4,0,0,0,1,17254.0
2261,2261,1,1,1,0,0,0,18989.0
2262,2262,0,10,0,1,0,0,17117.2
2263,2263,1,5,0,0,0,1,16468.0
2264,2264,0,1,1,0,0,0,14700.0
2265,2265,1,1,0,0,1,0,14583.0
2266,2266,0,7,0,0,0,1,17041.0
2267,2267,1,1,1,0,0,0,26953.0
2268,2268,0,3,0,0,1,0,20711.0
2269,2269,0,2,1,1,0,0,11221.0
2270,2270,0,2,1,0,0,0,20025.0
2271,2271,0,2,1,0,0,0,15581.0
2272,2272,0,1,1,0,0,0,19517.0
2273,2273,1,1,0,1,0,0,19067.0
2274,2274,0,2,0,0,1,1,14657.5
2275,2275,0,1,0,0,0,0,
2276,2276,0,1,0,0,0,1,14713.0
2277,2277,0,6,0,0,1,0,11336.5
2278,2278,0,1,1,0,0,0,19630.0
2279,2279,0,5,0,0,1,0,17435.0
2280,2280,0,7,0,1,0,0,16019.0
2281,2281,0,7,0,0,0,1,13823.0
2282,2282,0,2,1,1,0,0,12208.0
2283,2283,0,1,0,1,0,0,18071.0
2284,2284,1,4,0,0,1,0,12382.0
2285,2285,0,6,0,0,1,0,15613.0
2286,2286,0,1,1,0,0,0,13380.0
2287,2287,0,1,1,0,0,0,23257.0
2288,2288,1,2,0,0,1,0,17356.0
2289,2289,1,2,1,0,0,0,18838.0
2290,2290,0,1,1,0,0,0,19895.0
2291,2291,0,1,0,1,0,0,14512.0
2292,2292,0,4,0,1,0,0,15221.0
2293,2293,1,4,0,0,1,0,13595.0
2294,2294,0,2,0,0,1,0,13373.0
2295,2295,0,1,0,1,0,0,10511.0
2296,2296,1,2,0,1,0,0,18234.0
2297,2297,1,1,0,0,1,0,14128.0
2298,2298,0,2,0,1,0,0,18551.5
2299,2299,1,1,1,0,0,0,22496.0
2300,2300,0,1,1,0,0,0,12802.0
2301,2301,0,6,0,1,0,0,12511.0
2302,2302,0,8,0,0,0,1,12397.0
2303,2303,0,1,1,0,0,0,15169.0
2304,2304,0,1,0,0,0,0,
2305,2305,1,1,1,0,0,0,17607.0
2306,2306,1,2,0,0,0,0,
2307,2307,0,1,0,1,0,0,15124.0
2308,2308,0,1,1,0,0,0,15399.0
2309,2309,0,1,1,0,0,0,22419.0
2310,2310,1,1,1,0,0,0,19230.0
2311,2311,0,1,0,0,0,1,14273.0
2312,2312,0,1,0,0,0,1,14123.0
2313,2313,1,2,0,0,0,0,
2314,2314,0,4,1,0,0,0,20956.0
2315,2315,0,1,0,0,0,0,
2316,2316,0,2,0,0,0,1,15765.0
2317,2317,0,1,0,1,0,0,13246.0
2318,2318,1,2,0,0,0,1,15529.0
2319,2319,1,4,0,1,0,0,18637.0
2320,2320,0,1,1,0,0,0,18523.0
2321,2321,1,1,0,0,0,1,16481.0
2322,2322,0,1,0,0,0,1,13494.0
2323,2323,1,1,1,0,0,0,17278.0
2324,2324,0,1,0,0,0,0,
2325,2325,1,1,0,0,0,1,16568.0
2326,2326,0,3,0,1,0,1,15968.6666667
2327,2327,0,1,1,0,0,0,20314.0
2328,2328,0,2,0,0,0,0,
2329,2329,0,6,0,1,0,0,12949.0
2330,2330,1,2,0,1,0,0,19303.0
2331,2331,1,2,0,0,0,1,14816.0
2332,2332,0,2,0,0,0,0,
2333,2333,1,1,1,0,0,0,17348.0
2334,2334,0,4,0,1,1,0,17065.0
2335,2335,0,1,1,0,0,0,12176.0
2336,2336,0,1,0,0,0,1,15072.0
2337,2337,0,15,0,0,1,0,14825.6666667
2338,2338,1,5,0,0,1,0,15066.0
2339,2339,1,1,0,0,0,0,
2340,2340,0,14,0,0,0,1,15280.3333333
2341,2341,0,3,0,0,0,0,
2342,2342,1,3,0,0,0,0,
2343,2343,0,2,1,1,0,0,15932.5
2344,2344,0,2,0,1,0,0,12873.0
2345,2345,1,1,0,0,0,0,
2346,2346,0,1,1,0,0,0,12616.0
2347,2347,0,1,1,0,0,0,11470.0
2348,2348,0,2,0,0,0,1,14786.0
2349,2349,0,13,0,0,1,0,12375.0
2350,2350,0,1,0,0,0,0,
2351,2351,1,1,0,1,0,0,19988.0
2352,2352,0,1,1,0,0,0,14548.0
2353,2353,0,6,0,0,0,0,
2354,2354,0,3,1,0,0,0,11484.0
2355,2355,0,2,1,0,0,0,13575.0
2356,2356,0,7,0,1,1,1,15937.0
2357,2357,1,2,0,0,1,0,14109.0
2358,2358,1,1,0,0,0,1,16687.0
2359,2359,0,1,1,0,0,0,14106.0
2360,2360,0,1,0,0,0,0,
2361,2361,0,1,0,0,0,1,16402.0
2362,2362,0,1,0,0,0,0,
2363,2363,0,1,0,0,1,0,12606.0
2364,2364,0,11,0,1,0,0,16100.0
2365,2365,1,4,0,1,1,1,14378.3333333
2366,2366,0,6,0,1,1,0,20252.5
2367,2367,1,1,0,0,0,0,
2368,2368,0,2,0,0,0,0,13262.0
2369,2369,1,1,0,1,0,0,20481.0
2370,2370,0,2,0,1,0,0,19069.0
2371,2371,0,1,0,0,0,0,
2372,2372,1,1,1,0,0,0,21764.0
2373,2373,0,1,1,0,0,0,20714.0
2374,2374,1,2,0,0,0,1,13940.0
2375,2375,0,3,0,0,0,1,11988.0
2376,2376,0,1,1,0,0,0,13768.0
2377,2377,1,2,1,0,0,0,11687.0
2378,2378,0,2,0,1,0,1,14454.5
2379,2379,1,1,1,0,0,0,19243.0
2380,2380,0,3,1,0,0,0,16412.0
2381,2381,1,1,0,1,0,0,22166.0
2382,2382,1,1,0,1,0,0,17117.0
2383,2383,1,5,0,0,1,0,19543.0
2384,2384,1,2,1,0,0,0,20744.0
2385,2385,0,1,1,0,0,0,11715.0
2386,2386,1,1,0,0,0,0,
2387,2387,1,3,0,0,0,0,
2388,2388,1,5,0,0,1,1,12545.0
2389,2389,0,1,0,1,0,0,11592.0
2390,2390,0,1,1,0,0,0,16487.0
2391,2391,0,1,0,0,0,1,11460.0
2392,2392,0,1,0,0,0,0,
2393,2393,0,1,0,1,0,0,16568.0
2394,2394,1,2,1,0,0,0,16818.0
2395,2395,0,1,1,0,0,0,15360.0
2396,2396,0,3,0,0,0,0,
2397,2397,0,1,1,0,0,0,11736.0
2398,2398,0,1,1,0,0,0,14283.0
2399,2399,0,13,0,0,1,1,16234.5
2400,2400,0,4,1,0,0,0,13736.0
2401,2401,0,1,0,0,1,0,14879.0
2402,2402,0,23,0,0,0,0,16337.0
2403,2403,0,1,1,0,0,0,14496.0
2404,2404,0,1,0,1,0,0,18515.0
2405,2405,1,4,0,0,0,0,
2406,2406,0,1,1,0,0,0,15691.0
2407,2407,0,1,1,0,0,0,17238.0
2408,2408,0,1,1,0,0,0,19079.0
2409,2409,0,7,1,0,0,0,17674.0
2410,2410,0,2,0,0,0,0,
2411,2411,1,1,0,0,1,0,16729.0
2412,2412,0,6,0,0,1,0,14439.0
2413,2413,0,1,0,1,0,0,16884.0
2414,2414,0,1,0,0,0,1,13460.0
2415,2415,0,4,0,0,1,0,13869.5
2416,2416,0,3,0,1,0,0,16368.0
2417,2417,0,1,0,0,0,0,
2418,2418,0,2,1,0,0,0,13895.0
2419,2419,0,3,0,0,0,0,
2420,2420,0,1,1,0,0,0,22597.0
2421,2421,0,1,1,0,0,0,16009.0
2422,2422,0,1,1,0,0,0,13601.0
2423,2423,1,2,0,1,0,0,19093.0
2424,2424,0,2,0,0,0,0,
2425,2425,1,1,0,0,0,0,
2426,2426,0,1,0,0,0,0,
2427,2427,0,6,0,0,0,1,16912.0
2428,2428,0,16,0,1,1,0,15746.0
2429,2429,0,1,0,0,0,0,
2430,2430,0,1,1,0,0,0,10475.0
2431,2431,1,1,0,1,0,0,19537.0
2432,2432,0,1,1,0,0,0,15753.0
2433,2433,1,2,0,0,1,0,19350.0
2434,2434,0,1,1,0,0,0,25010.0
2435,2435,0,32,0,1,0,0,21319.0
2436,2436,0,4,0,1,0,0,18064.0
2437,2437,1,2,0,1,0,0,18286.0
2438,2438,0,2,1,0,1,0,17846.5
2439,2439,0,1,0,0,0,1,14287.0
2440,2440,1,12,0,0,1,0,17861.0
2441,2441,1,1,0,0,0,1,16923.0
2442,2442,0,5,0,0,1,0,17518.0
2443,2443,0,1,0,0,1,0,21600.0
2444,2444,0,2,0,0,0,0,
2445,2445,0,4,0,0,1,0,19593.0
2446,2446,0,7,0,0,0,1,11362.0
2447,2447,0,1,0,0,1,0,13468.0
2448,2448,0,2,0,1,0,0,17831.0
2449,2449,0,3,1,0,0,0,13763.5
2450,2450,0,1,1,0,0,0,14102.0
2451,2451,0,1,1,0,0,0,14951.0
2452,2452,1,6,1,0,0,0,17027.0
2453,2453,0,1,0,1,0,0,14468.0
2454,2454,0,1,0,1,0,0,14533.0
2455,2455,0,8,0,1,0,0,14926.0
2456,2456,0,14,0,1,1,0,16152.5
2457,2457,0,2,0,1,0,0,23333.0
2458,2458,1,1,1,0,0,0,19351.0
2459,2459,0,2,1,0,0,0,12517.0
2460,2460,0,1,1,0,0,0,13261.0
2461,2461,1,1,0,0,0,1,14505.0
2462,2462,0,1,1,0,0,0,17557.0
2463,2463,1,1,0,1,0,0,22069.0
2464,2464,0,3,0,1,1,0,21279.5
2465,2465,0,1,0,0,0,1,14041.0
2466,2466,1,14,0,1,1,0,16362.0
2467,2467,0,1,0,0,1,0,16691.0
2468,2468,0,1,0,0,1,0,14139.0
2469,2469,0,1,1,0,0,0,17178.0
2470,2470,1,3,0,0,1,0,16978.0
2471,2471,0,1,0,1,0,0,23782.0
2472,2472,0,1,0,1,0,0,18769.0
2473,2473,0,2,1,0,0,0,20483.0
2474,2474,0,2,1,0,0,0,16354.0
2475,2475,1,2,0,0,0,1,16955.0
2476,2476,0,3,0,0,1,0,14378.0
2477,2477,0,1,0,0,0,1,16216.0
2478,2478,0,1,0,0,1,0,13693.0
2479,2479,0,3,1,0,0,0,17217.0
2480,2480,1,1,1,0,0,0,19823.0
2481,2481,1,1,0,0,0,0,
2482,2482,0,7,1,0,1,0,15319.6666667
2483,2483,0,2,1,0,0,0,13309.0
2484,2484,0,1,1,0,0,0,21488.0
2485,2485,0,1,1,0,0,0,19179.0
2486,2486,1,1,0,0,0,1,15961.0
2487,2487,0,2,1,0,0,0,23550.0
2488,2488,0,2,0,0,1,0,13396.0
2489,2489,0,1,0,0,0,0,
2490,2490,0,1,0,0,0,1,15357.0
2491,2491,0,4,0,0,0,1,12548.0
2492,2492,1,1,1,0,0,0,15882.0
2493,2493,0,1,1,0,0,0,12418.0
2494,2494,0,1,0,1,0,0,12757.0
2495,2495,1,6,0,1,0,0,15314.0
2496,2496,0,1,0,1,0,0,19353.0
2497,2497,0,2,0,1,0,0,18822.0
2498,2498,0,3,1,0,0,0,14101.0
2499,2499,0,1,1,0,0,0,21600.0
2500,2500,0,5,1,1,0,1,15191.6
2501,2501,0,11,0,0,0,1,16172.0
2502,2502,1,2,0,0,0,1,15634.0
2503,2503,0,1,1,0,0,0,14574.0
2504,2504,1,2,0,1,0,0,19957.5
2505,2505,1,2,0,0,0,1,13962.0
2506,2506,0,44,0,1,0,0,11516.0
2507,2507,0,4,0,0,1,0,13144.0
2508,2508,0,7,1,1,0,0,15349.2
2509,2509,1,3,0,1,0,0,24930.0
2510,2510,0,1,0,1,0,0,21600.0
2511,2511,1,5,1,0,0,0,13146.0
2512,2512,0,2,0,0,1,0,18156.0
2513,2513,1,1,1,0,0,0,21361.0
2514,2514,0,1,0,0,0,0,
2515,2515,0,1,0,0,1,0,13065.0
2516,2516,1,34,0,0,1,1,14726.5
2517,2517,0,2,0,0,1,0,16054.0
2518,2518,0,7,0,0,0,1,15841.0
2519,2519,1,2,0,0,0,1,16851.0
2520,2520,0,2,0,1,0,0,20786.0
2521,2521,0,8,0,0,1,0,16459.0
2522,2522,0,1,1,0,0,0,20575.0
2523,2523,0,2,1,0,0,0,12501.0
2524,2524,0,1,1,0,0,0,25321.0
2525,2525,0,1,0,0,0,0,
2526,2526,0,1,0,0,1,0,23553.0
2527,2527,0,6,1,1,1,1,13556.0
2528,2528,1,3,1,0,0,0,16439.0
2529,2529,0,2,0,0,0,1,15929.0
2530,2530,0,11,0,0,0,1,13073.0
2531,2531,1,1,1,0,0,0,11281.0
2532,2532,0,1,1,0,0,0,14396.0
2533,2533,0,1,0,0,1,0,13884.0
2534,2534,0,1,1,0,0,0,24271.0
2535,2535,0,1,0,0,0,0,
2536,2536,0,1,0,1,0,0,15773.0
2537,2537,0,2,0,0,1,0,11688.0
2538,2538,0,1,0,0,1,0,17169.0
2539,2539,1,3,0,0,0,1,12562.0
2540,2540,0,1,0,0,1,0,13454.0
2541,2541,0,1,0,1,0,0,22661.0
2542,2542,0,1,0,1,0,0,15590.0
2543,2543,0,1,0,0,1,0,21090.0
2544,2544,0,3,1,0,0,0,14576.0
2545,2545,1,11,0,0,0,1,14466.0
2546,2546,0,1,0,0,0,0,
2547,2547,0,1,0,1,0,0,17400.0
2548,2548,1,12,0,0,1,0,19431.3333333
2549,2549,1,10,0,1,0,0,19643.0
2550,2550,1,12,0,1,0,0,16754.0
2551,2551,0,1,0,1,0,0,20712.0
2552,2552,0,3,1,0,0,0,12381.0
2553,2553,1,1,1,0,0,0,19187.0
2554,2554,0,3,0,1,1,0,14878.0
2555,2555,0,1,1,0,0,0,12260.0
2556,2556,1,1,0,1,0,0,20092.0
2557,2557,0,1,1,0,0,0,24387.0
2558,2558,0,6,0,0,0,1,15161.0
2559,2559,0,1,0,0,0,0,
2560,2560,0,3,1,0,0,0,16410.0
2561,2561,0,4,0,1,0,0,16522.0
2562,2562,0,1,1,0,0,0,17079.0
2563,2563,1,6,0,1,0,0,17507.0
2564,2564,0,3,0,0,1,0,18970.0
2565,2565,1,1,0,0,0,0,
2566,2566,0,1,0,1,0,0,16500.0
2567,2567,1,1,0,0,0,0,
2568,2568,0,1,0,0,1,0,14924.0
2569,2569,0,4,0,0,1,0,19913.0
2570,2570,0,1,1,0,0,0,10671.0
2571,2571,1,1,1,0,0,0,13548.0
2572,2572,0,1,0,1,0,0,14446.0
2573,2573,1,1,0,0,0,1,17160.0
2574,2574,0,1,1,0,0,0,15827.0
2575,2575,0,8,0,1,0,0,22210.0
2576,2576,0,1,0,0,0,0,
2577,2577,0,1,0,1,0,0,18983.0
2578,2578,0,1,0,1,0,0,18494.0
2579,2579,1,12,0,1,0,0,18222.0
2580,2580,0,1,0,0,0,1,15366.0
2581,2581,0,1,0,0,0,0,
2582,2582,1,5,0,1,0,0,17800.0
2583,2583,0,1,0,1,0,0,22381.0
2584,2584,1,3,0,0,1,0,15079.0
2585,2585,1,1,0,1,0,0,17671.0
2586,2586,0,4,0,1,1,0,17292.5
2587,2587,0,11,0,1,1,0,12157.0
2588,2588,1,1,0,0,1,0,16457.0
2589,2589,1,1,0,1,0,0,20055.0
2590,2590,0,1,0,0,0,0,
2591,2591,0,1,1,0,0,0,13810.0
2592,2592,0,6,1,0,0,0,17387.0
2593,2593,1,25,0,1,1,1,10737.25
2594,2594,0,1,1,0,0,0,21600.0
2595,2595,0,2,0,0,0,0,
2596,2596,0,3,0,0,1,0,14217.0
2597,2597,0,1,0,0,1,0,14337.0
2598,2598,0,1,0,0,0,0,
2599,2599,0,1,0,1,0,0,20561.0
2600,2600,1,6,0,0,0,1,14502.0
2601,2601,1,1,0,0,0,1,16764.0
2602,2602,0,5,0,0,0,1,16397.0
2603,2603,0,3,0,0,0,1,19031.0
2604,2604,0,2,0,0,1,0,21449.0
2605,2605,0,1,0,0,0,0,
2606,2606,0,1,1,0,0,0,19130.0
2607,2607,0,1,1,0,0,0,14319.0
2608,2608,0,5,0,0,1,0,13813.0
2609,2609,0,1,1,0,0,0,18031.0
2610,2610,1,1,0,0,0,0,
2611,2611,0,1,0,1,0,0,16247.0
2612,2612,0,9,0,0,0,1,12355.6666667
2613,2613,1,2,1,0,0,0,19182.0
2614,2614,1,22,0,1,0,0,15248.5
2615,2615,1,2,0,1,0,0,19719.0
2616,2616,0,25,1,1,1,1,13122.5
2617,2617,0,1,0,0,1,0,17027.0
2618,2618,0,1,1,0,0,0,16168.0
2619,2619,1,3,0,1,0,0,14386.0
2620,2620,0,1,0,0,1,0,14027.0
2621,2621,0,5,1,0,0,0,11560.0
2622,2622,0,13,0,0,0,1,16642.5
2623,2623,0,1,0,1,0,0,21081.0
2624,2624,1,3,0,1,0,0,17158.3333333
2625,2625,0,8,0,0,1,0,12107.0
2626,2626,0,1,1,0,0,0,15462.0
2627,2627,0,3,0,0,0,1,15666.0
2628,2628,1,1,0,0,1,0,21600.0
2629,2629,1,1,0,0,1,0,15551.0
2630,2630,1,1,1,0,0,0,16334.0
2631,2631,0,1,0,0,1,0,11637.0
2632,2632,0,1,0,1,0,0,18065.0
2633,2633,0,1,0,0,0,1,12969.0
2634,2634,0,4,0,0,1,0,16562.5
2635,2635,0,1,0,0,1,0,14198.0
2636,2636,0,1,0,0,0,0,
2637,2637,0,2,0,1,0,0,14736.0
2638,2638,0,1,0,0,0,0,
2639,2639,1,1,0,0,1,0,21600.0
2640,2640,0,2,0,1,0,0,15195.0
2641,2641,1,1,0,0,0,0,
2642,2642,0,1,0,0,0,1,15164.0
2643,2643,0,1,1,0,0,0,17351.0
2644,2644,0,8,0,0,1,0,20035.0
2645,2645,0,1,0,0,0,1,15439.0
2646,2646,0,4,0,0,0,1,14263.0
2647,2647,1,1,0,1,0,0,18731.0
2648,2648,1,6,0,0,1,1,19738.3333333
2649,2649,0,1,0,0,1,0,14851.0
2650,2650,0,2,0,0,0,0,
2651,2651,0,1,1,0,0,0,11545.0
2652,2652,0,1,1,0,0,0,24187.0
2653,2653,0,1,0,1,0,0,17495.0
2654,2654,0,1,1,0,0,0,20092.0
2655,2655,1,1,1,0,0,0,19005.0
2656,2656,0,6,0,0,0,1,14638.0
2657,2657,0,6,0,1,0,0,21600.0
2658,2658,1,1,1,0,0,0,15231.0
2659,2659,0,2,1,0,0,0,16956.0
2660,2660,0,8,0,1,0,0,16714.0
2661,2661,1,1,0,0,0,1,15202.0
2662,2662,1,4,1,0,0,0,21600.0
2663,2663,0,3,0,1,0,0,19931.0
2664,2664,0,1,1,0,0,0,18411.0
2665,2665,0,1,1,0,0,0,14527.0
2666,2666,0,8,0,0,1,0,16883.5
2667,2667,0,1,1,0,0,0,21468.0
2668,2668,0,2,1,0,0,0,15511.0
2669,2669,0,1,0,1,0,0,22444.0
2670,2670,0,2,0,0,0,1,11143.0
2671,2671,1,2,0,1,0,0,14389.0
2672,2672,0,7,0,1,0,0,18771.0
2673,2673,0,1,0,0,0,1,13086.0
2674,2674,0,1,0,0,1,0,18230.0
2675,2675,0,1,1,0,0,0,16336.0
2676,2676,1,1,0,0,1,0,21600.0
2677,2677,1,17,0,1,1,0,14882.5
2678,2678,0,8,0,1,0,0,19319.0
2679,2679,0,5,1,1,0,0,20941.0
2680,2680,1,2,0,1,0,0,19087.0
2681,2681,0,1,0,0,0,0,
2682,2682,1,6,0,0,1,0,15767.0
2683,2683,0,9,0,0,1,0,12901.0
2684,2684,1,11,1,1,0,0,18841.0
2685,2685,0,1,1,0,0,0,15547.0
2686,2686,0,1,1,0,0,0,21627.0
2687,2687,0,1,1,0,0,0,15953.0
2688,2688,0,10,0,1,0,0,14294.0
2689,2689,1,14,0,0,1,0,14099.0
2690,2690,0,8,0,1,0,0,17019.0
2691,2691,0,2,0,0,1,1,15946.5
2692,2692,0,1,1,0,0,0,17816.0
2693,2693,0,1,0,1,0,0,17364.0
2694,2694,1,2,0,0,0,0,
2695,2695,0,2,0,1,0,0,16833.0
2696,2696,0,1,0,0,1,0,15050.0
2697,2697,1,1,0,0,1,0,17551.0
2698,2698,0,1,0,0,0,0,
2699,2699,1,2,1,0,0,0,23057.0
2700,2700,0,1,0,1,0,0,22706.0
2701,2701,0,2,1,0,1,0,19681.5
2702,2702,1,1,0,0,1,0,15811.0
2703,2703,0,1,0,1,0,0,15131.0
2704,2704,1,1,1,0,0,0,14605.0
2705,2705,0,1,1,0,0,0,16677.0
2706,2706,0,1,0,1,0,0,12358.0
2707,2707,0,2,0,0,0,1,16466.0
2708,2708,0,3,1,1,0,0,15054.0
2709,2709,0,1,0,0,0,0,
2710,2710,0,2,0,0,0,1,11914.0
2711,2711,0,1,1,0,0,0,12396.0
2712,2712,0,2,0,1,0,0,22422.0
2713,2713,0,8,1,0,0,0,12837.0
2714,2714,0,4,0,1,1,0,20421.0
2715,2715,0,2,1,0,0,0,15765.0
2716,2716,1,1,0,0,1,0,14807.0
2717,2717,0,1,0,1,0,0,20524.0
2718,2718,1,8,0,1,0,0,14591.0
2719,2719,0,1,0,0,0,0,
2720,2720,1,12,0,0,0,1,19211.0
2721,2721,0,3,0,1,0,0,21600.0
2722,2722,0,1,0,1,0,0,14672.0
2723,2723,0,1,1,0,0,0,14244.0
2724,2724,0,1,0,0,1,0,10870.0
2725,2725,0,1,0,0,1,0,20369.0
2726,2726,0,22,0,0,0,0,
2727,2727,1,2,0,0,1,0,15236.0
2728,2728,0,1,0,0,0,1,14125.0
2729,2729,0,1,1,0,0,0,13693.0
2730,2730,1,1,0,0,0,0,
2731,2731,1,9,0,1,1,1,16185.5
2732,2732,1,1,0,0,0,0,
2733,2733,0,1,0,0,1,0,14251.0
2734,2734,1,1,0,0,0,0,
2735,2735,0,5,0,0,0,1,13028.0
2736,2736,1,1,0,0,1,0,18622.0
2737,2737,1,2,0,1,0,0,16294.0
2738,2738,0,1,0,0,0,1,13255.0
2739,2739,1,1,1,0,0,0,16566.0
2740,2740,1,2,1,0,0,0,17746.0
2741,2741,1,1,0,0,0,0,
2742,2742,0,1,0,1,0,0,13140.0
2743,2743,1,2,1,0,0,0,25527.0
2744,2744,0,2,1,0,0,0,16539.0
2745,2745,0,4,0,0,1,0,18412.5
2746,2746,0,4,0,0,0,1,15246.0
2747,2747,0,2,0,0,0,0,
2748,2748,0,2,0,0,0,0,
2749,2749,1,2,0,0,0,1,14378.0
2750,2750,1,5,0,1,0,0,16856.0
2751,2751,0,5,0,0,1,0,13008.0
2752,2752,0,2,1,0,0,0,17199.0
2753,2753,0,3,0,1,0,0,16853.0
2754,2754,0,1,1,0,0,0,20551.0
2755,2755,1,5,0,0,0,0,
2756,2756,0,1,0,1,0,0,16801.0
2757,2757,0,8,0,0,0,0,
2758,2758,0,1,0,0,0,1,13387.0
2759,2759,0,1,0,0,0,1,15222.0
2760,2760,0,7,0,0,0,1,13096.0
2761,2761,0,2,1,0,0,0,14421.0
2762,2762,0,1,1,0,0,0,20941.0
2763,2763,0,5,0,1,0,0,14711.0
2764,2764,1,1,0,1,0,0,15753.0
2765,2765,0,23,0,1,0,0,17365.3333333
2766,2766,0,3,0,0,1,1,12367.0
2767,2767,1,4,1,0,0,0,17982.0
2768,2768,0,3,0,1,1,1,14482.3333333
2769,2769,0,1,1,0,0,0,15834.0
2770,2770,0,2,1,0,0,0,16553.0
2771,2771,0,1,0,0,1,0,21600.0
2772,2772,0,5,0,1,0,0,14240.0
2773,2773,0,10,0,0,0,1,13165.3333333
2774,2774,0,1,0,0,0,0,
2775,2775,0,1,1,0,0,0,20152.0
2776,2776,0,1,0,0,0,0,
2777,2777,1,5,0,0,0,1,16783.0
2778,2778,0,8,0,1,0,0,18331.25
2779,2779,1,6,0,1,0,0,20526.0
2780,2780,0,2,1,1,0,0,21577.0
2781,2781,0,1,1,0,0,0,19012.0
2782,2782,0,1,0,1,0,0,15518.0
2783,2783,0,1,0,0,0,0,
2784,2784,0,1,0,0,1,0,13472.0
2785,2785,1,1,1,0,0,0,21687.0
2786,2786,0,11,0,0,1,0,17309.0
2787,2787,0,1,1,0,0,0,18957.0
2788,2788,0,1,1,0,0,0,12606.0
2789,2789,0,1,1,0,0,0,14672.0
2790,2790,0,1,1,0,0,0,14264.0
2791,2791,0,5,0,1,0,0,16318.0
2792,2792,0,6,0,1,0,0,18405.0
2793,2793,0,1,0,0,0,0,
2794,2794,0,17,0,0,0,1,9976.0
2795,2795,0,1,0,0,0,1,13370.0
2796,2796,0,1,0,1,0,0,19508.0
2797,2797,1,1,1,0,0,0,16583.0
2798,2798,0,1,0,0,0,1,11691.0
2799,2799,1,1,1,0,0,0,21573.0
2800,2800,0,1,0,1,0,0,21557.0
2801,2801,0,1,1,0,0,0,16937.0
2802,2802,1,18,0,0,0,1,15274.0
2803,2803,0,7,0,0,1,0,17258.0
2804,2804,0,8,0,0,1,0,15216.0
2805,2805,0,1,0,0,0,1,13390.0
2806,2806,0,7,1,0,0,0,17339.0
2807,2807,0,1,0,1,0,0,16146.0
2808,2808,0,4,1,0,0,0,12106.0
2809,2809,0,6,0,0,1,1,11890.0
2810,2810,0,3,1,0,0,0,18113.0
2811,2811,0,5,0,1,0,0,14219.0
2812,2812,0,5,0,1,0,0,17169.0
2813,2813,0,1,0,0,0,1,12220.0
2814,2814,0,1,0,0,0,1,15797.0
2815,2815,0,2,0,0,1,0,13190.0
2816,2816,0,6,1,1,0,0,13150.5
2817,2817,1,1,0,0,0,1,12545.0
2818,2818,0,1,0,0,1,0,13652.0
2819,2819,1,11,0,1,0,0,13827.5
2820,2820,0,2,0,1,0,0,16623.0
2821,2821,0,1,1,0,0,0,24967.0
2822,2822,0,7,0,0,1,0,11907.0
2823,2823,1,1,1,0,0,0,14547.0
2824,2824,0,1,1,0,0,0,13717.0
2825,2825,0,2,0,0,1,1,15321.5
2826,2826,0,1,0,1,0,0,12103.0
2827,2827,0,4,0,0,1,0,14753.0
2828,2828,1,5,0,0,0,1,13336.0
2829,2829,0,2,1,0,0,0,20192.0
2830,2830,0,1,1,0,0,0,18073.0
